OBJECTID,COM,NOMBRE,DIRECCION,REGION,PROVINCIA,SUPERFICIE,PROPIEDAD_,DETALLE_PR,ROL,USO_AREA_V,DETALLE_US,AGNO_APERT,COSTO_CONS,FUENTE_FIN,DETALLE_FU,ADMINISTRA,DETALLE_AD,COSTO_ANUA,SUMINISTRO,DETALLE_RI,CONEXION_R,BAÑOS_ASI,BAÑOS_TRA,NIVEL_CONS,TIPO_ACCES,COSTO_INGR,JUEGOS_INF,CANCHA_FUT,MULTICANCH,MAQUINAS_E,ZONA_PICNI,OTROS_EQUI,ESTACIONAM,BAÑO_DISC,RUTA_ACCES,JUEGOS_ACC,OBSERVACIO,Programa,Shape_Length,Shape_Area
407,Traiguén,PARQUE TRAIGUÉN,RUTA R-86 (LLEGANDO A TRAIGUÉN DESDE VICTORIA),9,92,46101.69171039,MUNICIPAL,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,0,0,MUNICIPAL,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,0,OTRO,NO SE RIEGA,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,Sí,No,Sí,Sí,NO HAY REGISTRO,No,No,Sí,Sí,NO HAY REGISTRO,Parques Urbanos,1276.0923499796,46101.6917103853
408,Pitrufquén,PARQUE CARRERA,JOSE MIGUEL CARRERA S/N,9,91,22073.26848288,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,1960,0,MINVU,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,0,CAMION ALJIBE,NO HAY REGISTRO,Sí,NO HAY,NO HAY, , ,0,Sí,Sí,Sí,No,No,"PARADEROS DE BUSES, SENDEROS",No,No,No,No,NO HAY REGISTRO,Parques Urbanos,1681.54910395559,22073.268482884
409,Cunco,BANDEJÓN CAMILO HENRÍQUEZ,CAMILO HENRÍQUEZ S/N,9,91,11725.60378864,B.N.U.P,NO HAY REGISTRO,Varios Roles,Sí,NO HAY REGISTRO,1939,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,OTRO,Ministerio de Bienes Nacionales,0,OTRO,No Posee,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No,NO HAY REGISTRO,No,No,No,No,NO HAY REGISTRO,Parques Urbanos,1254.84479719163,11725.603788644
410,Cunco,PLAZA CUNCO,SANTA MARÍA S/N,9,91,10920.11241383,MUNICIPAL,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,2017,1100000000,MIXTO,GORE-SERVIU,MUNICIPAL,NO HAY REGISTRO,10000000,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,NO HAY REGISTRO,Sí,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,418.023736922051,10920.1124138318
411,Perquenco,PLAZA PRINCIPAL A. PRAT.,CALLE ESMERALDA CON SAN MARTIN.,9,91,12347.44954154,B.N.U.P,NO HAY REGISTRO.,NO HAY REGISTRO,No,NO HAY REGISTRO,1917,0,NO CUENTA CON FINANCIAMIENTO,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,0,CANAL,NO HAY REGISTRO,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO HAY REGISTRO,No,No,No,No,NO HAY REGISTRO,Parques Urbanos,445.280885361508,12347.4495415445
412,Padre Las Casas,PARQUE COSTANERA,AV. COSTANERA.- VILLA BARRIO CAUTÍN,9,91,6916.82630137,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,2003,0,MIXTO,Privado y Programa Seguridad Ciudadana,MUNICIPAL,NO HAY REGISTRO,0,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO HAY REGISTRO,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,965.079778812678,6916.82630137117
413,Loncoche,PLAZA  BLAS REYES,AV. BALMACEDA CON CALLE BRASIL,9,91,11900.35607759,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,No,NO HAY REGISTRO,0,0,MUNICIPAL,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,0,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,Sí,No,NO HAY REGISTRO,Sí,No,Sí,Sí,NO HAY REGISTRO,Parques Urbanos,437.259560540109,11900.3560775908
414,Teodoro Schmidt,PLAZA DE BARROS ARANA,1 PONIENTE INTERSECTA CON 1 NORTE,9,91,12191.19215995,FISCAL,BIENES NACIONALES,NO HAY REGISTRO,No,NO HAY REGISTRO,0,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,0,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No,NO HAY REGISTRO,No,No,No,No,NO HAY REGISTRO,Parques Urbanos,440.865465706539,12191.1921599458
415,Loncoche,PARCELA MUNICIPAL MARCELO FOURCADE,CALLE BOLIVIA Nº,9,91,145497.32322185,MUNICIPAL,NO HAY REGISTRO,NO HAY REGISTRO,No,NO HAY REGISTRO,2003,0,MUNICIPAL,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,0,POZO,NO HAY REGISTRO,No,CONSTRUIDOS,CONSTRUIDOS,REGULAR CONSOLIDACION, ,0,Sí,Sí,Sí,No,Sí,NO HAY REGISTRO,No,No,No,No,NO HAY REGISTRO,Parques Urbanos,1659.72074639559,145497.323221851
416,Loncoche,PLAZOLETA HUISCAPI,HUISCAPI,9,91,7202.14227338,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,No,NO HAY REGISTRO,0,0,MIXTO,GORE - MUNICIPAL,MUNICIPAL,NO HAY REGISTRO,0, ,NO HAY REGISTRO,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,Sí,No,NO HAY REGISTRO,No,No,No,Sí,NO HAY REGISTRO,Parques Urbanos,416.202258309918,7202.14227337977
417,Collipulli,PLAZA DE ARMAS VILLA MININCO,MANUEL RODRIGUEZ/MAC IVER,9,92,10762.00076851,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,Sí,SÍ,1919,700000000,NO CUENTA CON FINANCIAMIENTO,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,6000000,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,NO HAY REGISTRO,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,415.258482575556,10762.0007685147
418,Collipulli,PARQUE SANTA LUCIA,CERRO PARQUE SANTA LUCIA,9,92,78262.99922697,MUNICIPAL,NO HAY REGISTRO,185-021,Sí,SÍ,2015,400000000,GORE,NO HAY REGISTRO,SERVIU,NO HAY REGISTRO,199515000,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,Sí,No,Sí,No,SKATEPARK,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,1072.17304648041,78262.9992269706
419,Collipulli,PLAZA DE ARMAS DIEGO BARROS ARANA,AMUNATEGUI/ALCAZAR,9,92,5888.19990088,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,Sí,SI,1894,1200000000,MUNICIPAL,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,6000000,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,NO HAY REGISTRO,No,No,No,No,NO HAY REGISTRO,Parques Urbanos,323.454821961006,5888.19990087781
420,Vilcún,PLAZA SAN PATRICIO,AV INGLESA,9,91,11078.80594294,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,No,SE ENCUENTRA EN FORMULACION EL PRC,2005,50000000,MUNICIPAL,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,0,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,Sí,No,NO HAY REGISTRO,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,421.080025473643,11078.8059429431
421,Vilcún,AREA VERDE LOS MOLINOS,GABRIELA MISTRAL ESQ LOS ALERCES,9,91,6807.27377889,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,2004,2004,MINVU,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,0,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,Sí,No,NO HAY REGISTRO,Sí,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,396.631270554424,6807.27377888548
422,Nueva Imperial,PLAZA DE ARMAS PEDRO DE VALDIVIA,CALLE PRAT INTERSECTA CON CALLE V. MACKENNA,9,91,9611.49508837,B.N.U.P,B.N.U.P.,NO HAY REGISTRO,Sí,NO HAY REGISTRO,1888,494,GORE,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,8,POZO,NO HAY REGISTRO,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,"QUIOSKO, CASETA TAXI",Sí,Sí,Sí,Sí,NO HAY REGISTRO,Parques Urbanos,392.308636238569,9611.49508837145
423,Purén,PLAZA DE ARMAS DE PURÉN,"CALLE IMPERIAL, CALLE SAAVEDRA, CALLE DOCTOR GARRIGA, CALLE URRUTIA.",9,92,12010.39734073,MUNICIPAL,NO HAY REGISTRO,NO HAY REGISTRO,No,PURÉN NO CUENTA CON IPT.,1869,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,54345014,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,NO HAY REGISTRO,Sí,Sí,Sí,No,NO HAY REGISTRO,Parques Urbanos,438.700006416419,12010.3973407268
424,Angol,AREA VERDE CIRCUNVALACIÓN ORIENTE,ENTRE CALLE PEDRO AGUIRRE CERDA Y  AVENIDA JOSE BUNSTER,9,92,38522.03806366,SERVIU,NO HAY REGISTRO,NO HAY REGISTRO,No,"RESIDENCIAL,EQUIPAMIENTO",2016,0,NO CUENTA CON FINANCIAMIENTO,SIN REGISTRO,MUNICIPAL,NO HAY REGISTRO,24560000,POZO,SIN REGISTRO,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO HAY REGISTRO,No,No,No,No,SIN REGISTRO,Parques Urbanos,1135.10070096814,38522.0380636609
425,Nueva Imperial,PARQUE BORDE RIO,CALLE PINTO INTERSECTA CON CALLE CASTELLON,9,91,6491.31591954,MUNICIPAL,MUNICIPAL,"204-22,204-17",No,"IPT ZONA ZU2, VIVIENDA, EQUIPAMIENTO DE NIVEL COM.",2007,219,MIXTO,"Gore,Municipal",MUNICIPAL,NO HAY REGISTRO,4,CAMION ALJIBE,NO HAY REGISTRO,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,ESCULTURAS,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,425.794582877811,6491.31591954245
426,Nueva Imperial,PARQUE COMUNAL THIERS,CALLE PADRE ALBERTO HURTADO 1231,9,91,45305.34136088,MUNICIPAL,NO HAY REGISTRO,155-25,No,FUERA LIMITE URBANO,2016,1.742,GORE,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,31,POZO,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,No,RAMPA SKATE,No,No,Sí,Sí,NO HAY REGISTRO,Parques Urbanos,1297.53635838669,45305.3413608845
427,Purén,PARQUE HISTÓRICO FUERTE PURÉN,CALLE BRISON CON GAMBOA,9,92,26315.73642381,MUNICIPAL,NO HAY REGISTRO,251-51,No,PURÉN NO CUENTA CON IPT,2014,829984475,MINVU,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,38084986,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,No,No,SKETEPARK,Sí,Sí,Sí,Sí,NO HAY REGISTRO,Parques Urbanos,926.187291682767,26315.7364238131
428,Victoria,PARQUE ESTADIO,AV. ARTURO PRAT N°24,9,92,21625.71738306,MUNICIPAL,NO HAY REGISTRO,24-1,No,NO HAY REGISTRO,0,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,49572000,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,Sí,NO HAY REGISTRO,Sí,No,Sí,No,BAÑOS EN BUEN ESTADO,Parques Urbanos,634.817503416157,21625.7173830569
429,Pitrufquén,PLAZA  PEDRO MONTT,"AVENIDA FCO BILBAO, ENTRE CALLE BELLO Y V. MACKENNA",9,92,13150.60864808,MUNICIPAL,NO HAY REGISTRO,NO HAY REGISTRO,No,NO HAY REGISTRO,2012,500000000,MOP,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,20000000,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0, , ,No,No,No,NO HAY REGISTRO,Sí,Sí,No,No,NO HAY REGISTRO,Parques Urbanos,459.451971765315,13150.6086480801
430,Carahue,ENTRE RIOS,AV .ALCALDE FLOODY,9,91,8805.14669887,MUNICIPAL,NO HAY REGISTRO,NO HAY REGISTRO,No,NO HAY REGISTRO,0,0,MUNICIPAL,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,0,MIXTO,AGUA POTABLE Y CAMION ALJIBE,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,Sí,No,PLAZA DE JUEGOS,No,No,Sí,Sí,NO HAY REGISTRO,Parques Urbanos,830.921149328417,8805.14669887238
431,Carahue,PARQUE LA FORESTA,CAMARONES S/N,9,91,25225.52032774,MUNICIPAL,NO HAY REGISTRO,NO HAY REGISTRO,No,NO HAY REGISTRO,0,30000000,MIXTO,MUNICIPIO/GORE,MUNICIPAL,NO HAY REGISTRO,1000000,CAMION ALJIBE,MUNICIPIO CONAF,No,PORTATILES,PORTATILES,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,NO HAY REGISTRO,No,Sí,Sí,No,NO HAY REGISTRO,Parques Urbanos,752.442306563862,25225.5203277393
432,Carahue,PLAZA CHILE,VILLAGRAN ESQUINA CAUPOLICAN .,9,91,14844.89661193,MUNICIPAL,NO HAY REGISTRO,NO HAY REGISTRO,No,NO HAY REGISTRO,0,0,MIXTO,MUNICIPIO /GORE,MUNICIPAL,NO HAY REGISTRO,2500000,MEDIDOR AGUA POTABLE,AGUA POTABLE Y CAMION ALJIBE,Sí,NO HAY,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,NO HAY REGISTRO,Sí,No,Sí,Sí,NO HAY REGISTRO,Parques Urbanos,487.608351202909,14844.8966119334
433,Carahue,PARQUE MIRADOR AV. ERCILLA,AV ERCILLA,9,91,19659.8427757,MUNICIPAL,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,0,70000000,MIXTO,MUNICIPIO /SERVIU,MUNICIPAL,NO HAY REGISTRO,1500000,CAMION ALJIBE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,"MESAS DE PING PONG , AJEDREZ ,",No,No,Sí,Sí,NO HAY REGISTRO,Parques Urbanos,1133.5871203742,19659.8427756983
434,Carahue,PARQUE COSTANERA,ALESSANDRI 1210,9,91,8504.87052335,MUNICIPAL,NO HAY REGISTRO,NO HAY REGISTRO,No,NO HAY REGISTRO,0,110000000,OTRO,SERVIU,MUNICIPAL,NO HAY REGISTRO,1500000,MIXTO,CAMION ALJIBE Y AGUA POTABLE,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,Sí,"SKATEPARK,CAFETERIA, MUSEO Y CENDYR NAUTICO",Sí,Sí,Sí,Sí,NO HAY REGISTRO,Parques Urbanos,699.906104779859,8504.87052335239
435,Carahue,PARQUE LOS TRENES,COSTADO RUTA S-40,9,91,6454.09417256,MUNICIPAL,NO HAY REGISTRO,NO HAY REGISTRO,No,NO HAY REGISTRO,0,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,0,MIXTO,AGUA POTABLE Y CAMION ALJIBE,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,No,Sí,CAFETERIA,Sí,Sí,Sí,No,NO HAY REGISTRO,Parques Urbanos,412.743026626192,6454.09417256013
436,Carahue,PLAZA NEHUENTUE,ARTURO PRATT/DIEGO PORTALES.,9,91,12475.52083891,MUNICIPAL,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,0,0,MUNICIPAL,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,1000000,MIXTO,AGUA POTABLE Y CAMION ALJIBE,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,Sí,NO HAY REGISTRO,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,447.053550272685,12475.5208389147
437,Carahue,PARQUE BORDE RIO NEHUENTUE,AV IMPERIAL,9,91,9378.71862005,FISCAL,NO HAY REGISTRO,NO HAY REGISTRO,No,NO HAY REGISTRO,0,0,MUNICIPAL,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,1000000,CAMION ALJIBE,NO HAY REGISTRO,No,NO HAY,NO HAY, ,GRATUITO,0,No,No,No,No,Sí,PATIOS GASTRONOMICOS.,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,1361.40483441387,9378.71862005051
438,Cholchol,PLAZA DE ARMAS,PEREZ 449,9,91,13357.78371878,B.N.U.P,SIN REGISTRO,NO HAY REGISTRO,Sí,SIN REGISTRO,2008,305841000,GORE,SIN REGISTRO,MUNICIPAL,NO HAY REGISTRO,6000000,MEDIDOR AGUA POTABLE,SIN REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,Sí,"SKATEPARK, MUSEO",Sí,No,Sí,Sí,SIN REGISTRO,Parques Urbanos,463.631772249421,13357.7837187783
439,Angol,BANDEJON BARRIO INDUSTRIAL,ENTRE CALLE MIGUEL SERRA Y CALLE JUAN FRIELD ENTRE CALLE JUAN SELLATO Y AVENIDA BERNARDO OHIGGINS,9,92,8382.41055508,B.N.U.P,"MUNICIPAL, BIENES NACIONALES",NO HAY REGISTRO,No,"RESIDENCIAL,EQUIPAMIENTO",2000,0,NO CUENTA CON FINANCIAMIENTO,SIN REGISTRO,MUNICIPAL,NO HAY REGISTRO,10850000,POZO,SIN REGISTRO,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,SIN REGISTRO,No,No,No,No,SIN REGISTRO,Parques Urbanos,449.81105208529,8382.41055508005
440,Angol,PARQUE VILLA CELPAC,ENTRE CALLE ESMERALDA Y RIO HUEQUEN,9,92,7235.08722725,PRIVADO,CMPC MININCO,NO HAY REGISTRO,No,"RESIDENCIAL,EQUIPAMIENTO",1990,0,NO CUENTA CON FINANCIAMIENTO,SIN REGISTRO,MUNICIPAL,NO HAY REGISTRO,5650000,POZO,SIN REGISTRO,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,SIN REGISTRO,No,No,No,No,SIN REGISTRO,Parques Urbanos,374.552956629352,7235.08722725215
441,Angol,PLAZA ALCALDE MIGUEL TORRES FERNANDEZ,ENTRE AVENIDA DILLMAN BULLOCK Y CALLE AULEN ENTRE  CALLE TILAO Y CALLE YELI,9,92,11827.0864888,MUNICIPAL,SIN REGISTRO,NO HAY REGISTRO,No,"RESIDENCIAL,EQUIPAMIENTO",0,0,NO CUENTA CON FINANCIAMIENTO,SIN REGISTRO,MUNICIPAL,NO HAY REGISTRO,8650000,POZO,SIN REGISTRO,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,SIN REGISTRO,No,No,Sí,No,SIN REGISTRO,Parques Urbanos,434.864850901408,11827.0864887957
442,Temuco,PLAZA CALAFQUEN,CALLE TIBURCIO SAAVEDRA/PASAJE CABURGUA,9,91,16123.27020441,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,1970,0,MUNICIPAL,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,27089300,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO HAY REGISTRO,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,508.586451334547,16123.2702044139
443,San Juan de la Costa,PLAZA VILLA PUAUCHO,AVENIDA NUEVA NORTE SUR S/N,10,103,5419.9217496,MUNICIPAL, , ,Sí, ,2011,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,OTRO, ,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,No,No, ,No,No,No,No, ,Parques Urbanos,402.308389736333,5419.92174960242
444,Osorno,PARQUE IV CENTENARIO,COSTADO SUR RUTA PILAUCO,10,103,63376.49371079,MUNICIPAL, ,2225-24,Sí, ,1956,2867624000,GORE, ,MUNICIPAL, ,180000000,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,No,COSTANERA DE BORDE RÍO Y PUENTE MIRADOR PEATONAL,Sí,Sí,No,No, ,Parques Urbanos,1462.28017488113,63376.4937107853
445,Osorno,PARQUE AVENIDA JUAN MACKENNA,AVENIDA JUAN MACKENNA,10,103,24074.8726348,B.N.U.P, , ,Sí, ,1900,5000000000,MINVU, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,FERIA COMERCIO,Sí, ,Sí,Sí, ,Parques Urbanos,2323.49563192759,24074.8726348007
446,Osorno,PARQUE PLEISTOCENO,CALLE DOMINGO SANTA MARIA,10,103,150019.98515417,MUNICIPAL, ,"154-45, 154-44, 154-42, 154-39, 154-13",No,"EQUIPAMIENTOS,",1998,0,MIXTO,"municipal, sectorial",MUNICIPAL, ,0,CAMION ALJIBE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,REGULAR CONSOLIDACION,GRATUITO,0,Sí, ,Sí,Sí,No,"MUSEO, PISCINA, RESTORANES, FERIA ITINERANTE, SKATE PARK, PISTA DE PATINAJE",Sí,Sí,No,No,BAÑOS EXISTENTES EN LOS EQUIPAMIENTOS,Parques Urbanos,2133.43228261741,150019.985154168
447,Fresia,PLAZA DE ARMAS,AVENIDA SAN CARLOS INTERSECTADA CON CALLE SAN FRANCISCO ENTRE CALLE IRARRAZAVAL Y CALLE SAN JOSE,10,101,10166.98872536,B.N.U.P, , ,Sí, ,2013,599902556, , ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,Sí,No,Sí,No,BAÑOS EN EDIFICIO MUNICIPALIDAD,Parques Urbanos,403.592445418373,10166.9887253586
448,Fresia,PARQUE JUAN PABLO II,CALLE SAN CARLOS INTERSECTADA CON CALLE PADRE BRUNO GANSWINDI ENTRE PASAJE HERMANA BERNARDA MATZER Y PASAJE PADRE JUAN MOLINA,10,101,6001.41167583,B.N.U.P, , ,Sí, ,2004,0,OTRO,SUBDERE,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí, ,Sí,Sí,No,SEDE SOCIAL,No,No,Sí,Sí, ,Parques Urbanos,309.882381425873,6001.41167583256
449,Osorno,PARQUE OLEGARIO MORH,CHUYACA,10,103,48918.45618076,MUNICIPAL, , ,Sí, ,0,0, , ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,PAGADO,0,Sí, ,Sí,Sí,Sí,"PISCINA, QUINCHO, SALA DE EVENTOS",No,Sí,No,No, ,Parques Urbanos,911.51171496053,48918.4561807562
450,Llanquihue,PARQUE BORDE LACUSTRE NORTE,BORDE LAGO LLANQUIHUE,10,101,55828.87125908,B.N.U.P, , ,No,"ZONA R1, SOLO AREAS VERDES",0,0, , ,MUNICIPAL, ,0,OTRO,"No se riega, zona de playa de arena",No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No, ,No,No,No,No,FUTURA INVERSIÓN PARA MEJORAMIENTO POR PARTE DE LA DIRECCIÓN DE OBRAS PORTUARIAS,Parques Urbanos,2628.58980812183,55828.8712590841
451,Llanquihue,PARQUE DE LAS ESCULTURAS,AV. VICENTE PÉREZ ROSALES S/N,10,101,9440.49084259,B.N.U.P, , ,Sí, ,0,0, , ,MUNICIPAL, ,0,CAMION ALJIBE,agua potable y camión algibe,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No, ,No,No,No,No, ,Parques Urbanos,629.662819816614,9440.49084259291
452,Puerto Varas,CERRO  PHILLIPPI, ,10,101,99588.76839002,MUNICIPAL, ,S/R, , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1288.22121134684,99588.7683900162
453,Puerto Varas,CERRO CALVARIO, ,10,101,12358.97118214,PRIVADO,ARZOBISPAD,AV, , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,438.749887631883,12358.9711821381
454,Ancud,PARQUE BELLAVISTA LOTE A,FELIPE DE LA ROSA S/N,10,102,36747.02983133,PRIVADO,"EN COMODATO AL MUNICIPIO, POR 99 AÑOS DESDE 2007",no tiene,Sí,ZONA ZE9 PRESERVACIÓN ÁREA VERDE.,2008,175000000,GORE, ,MUNICIPAL, ,5000000,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,REGULAR CONSOLIDACION,GRATUITO,0,Sí,Sí,No,No,No,"MODULOS GASTRONOMICOS PARA FIESTAS COSTUMBRISTAS Y OTRAS ACTIVIDADES, CUENTA CON CAMARINES Y ESCENARIO, CUENTA CON CASA DE CUIDADOR.",Sí,No,No,No, ,Parques Urbanos,1001.87707049431,36747.0298313342
